2404,0,0,1,4,0,3,1,2,4,35,10,0,0,12,10,11,4,2,1,0,16,58,3,0,39,86,5,37,81,0,0,25,20,2,3,19,14,0,58,159,121,76,0,0,17,18
2501,7,5,77,26,79,236,267,233,295,642,335,61,187,520,336,654,235,117,84,11,875,1425,332,65,1218,3053,171,751,414,3,0,1099,921,158,296,1372,2598,13,913,2798,148,595,28,35,505,623
2502,0,0,2,3,1,8,11,8,4,28,10,0,9,28,10,24,5,3,2,0,37,55,16,6,80,136,6,54,152,0,0,53,43,6,6,139,231,1,79,148,69,81,1,1,17,20
2503,0,0,0,2,0,5,2,2,2,15,2,0,0,9,5,2,10,1,9,0,19,35,3,1,46,56,10,23,111,2,0,75,14,1,6,19,18,0,38,122,62,26,1,0,21,15
2504,0,1,2,3,0,7,8,7,7,43,16,1,0,21,14,20,5,1,8,0,31,24,12,3,28,78,5,21,43,0,0,22,38,8,10,92,55,0,44,93,11,32,0,0,9,18
2505,0,0,4,2,0,2,5,3,2,28,7,1,1,5,7,10,8,1,4,2,17,48,5,2,37,85,10,42,210,2,4,80,16,7,7,61,9,0,30,198,153,22,1,0,15,22
2506,0,0,2,1,2,10,16,4,5,37,7,1,5,20,12,28,13,4,4,0,31,75,19,3,67,176,12,41,95,0,0,91,36,6,14,188,296,0,65,192,12,61,1,0,27,39
2507,0,1,3,3,0,9,2,9,7,24,11,0,3,25,4,26,5,3,3,0,28,50,11,2,33,87,3,31,137,0,0,47,43,11,8,220,208,5,54,128,16,51,2,2,24,18
2508,1,1,7,4,1,8,11,13,14,55,12,0,8,57,20,31,10,3,8,0,48,80,25,2,78,148,11,64,37,2,1,101,72,18,18,98,178,0,86,197,5,70,1,1,43,32
2509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2601,2,2,8,2,0,9,4,11,16,67,6,0,14,15,22,20,5,2,9,0,41,75,9,3,58,138,3,42,183,8,0,53,27,2,6,68,56,0,63,204,63,36,0,4,26,34
2602,2,2,8,2,0,9,4,11,16,67,6,0,14,15,22,20,5,2,9,0,41,75,9,3,58,138,3,42,183,8,0,53,27,2,6,68,56,0,63,204,63,36,0,4,26,34
2603,2,2,8,2,0,9,4,11,16,67,6,0,14,15,22,20,5,2,9,0,41,75,9,3,58,138,3,42,183,8,0,53,27,2,6,68,56,0,63,204,63,36,0,4,26,34
2701,2,1,24,4,3,9,14,19,34,80,40,4,12,13,31,25,16,7,9,0,61,146,18,7,107,245,20,64,242,1,0,100,60,2,25,83,51,1,141,351,448,131,0,3,39,41
2702,2,0,3,2,3,6,5,5,6,49,8,0,5,31,16,22,10,4,8,0,32,83,8,1,56,136,5,48,218,0,0,65,46,3,11,92,419,0,68,171,260,84,1,2,42,44
2703,0,0,1,2,1,6,1,5,3,21,3,1,0,7,7,8,0,0,1,0,5,40,6,1,15,48,0,22,106,0,0,30,15,0,1,12,19,0,25,81,172,48,0,3,5,11
2801,2,1,9,6,3,37,25,31,34,115,24,3,28,72,60,60,28,13,17,1,142,204,34,13,153,435,28,143,233,8,0,188,128,19,44,157,323,4,229,512,98,139,1,4,77,92
2802,0,0,6,1,1,11,4,4,1,37,4,0,5,16,12,14,8,1,8,0,22,59,6,4,61,106,8,43,106,2,0,93,46,6,3,35,36,0,85,180,29,56,0,1,25,23
2803,0,0,6,1,1,11,4,4,1,37,4,0,5,16,12,14,8,1,8,0,22,59,6,4,61,106,8,43,106,2,0,93,46,6,3,35,36,0,85,180,29,56,0,1,25,23
2901,0,1,40,6,0,8,10,3,2,58,5,0,3,16,15,15,12,3,8,0,35,46,6,5,40,100,7,64,163,1,0,45,26,2,12,20,35,0,68,286,121,44,0,2,39,28
2902,0,0,13,2,1,6,7,3,1,34,2,0,2,7,8,5,7,3,7,0,21,22,0,0,50,61,15,34,110,2,0,32,19,1,4,24,31,0,39,185,83,18,0,1,20,9
2903,0,1,6,4,2,4,2,3,2,24,0,0,4,7,9,6,7,1,5,0,16,26,2,3,41,65,3,32,98,6,0,51,17,0,3,25,6,0,43,172,39,27,1,0,13,17
2904,1,0,61,1,0,5,3,7,10,56,3,1,3,8,10,5,9,5,12,0,12,34,1,3,50,103,14,74,97,0,0,55,14,1,6,27,20,0,56,384,68,16,0,3,24,13
2905,0,0,2,0,0,0,0,0,0,19,0,0,1,3,2,1,0,1,4,0,8,8,0,0,20,53,4,13,57,0,0,22,12,0,0,11,2,0,21,111,4,6,0,1,5,8
3001,1,2,8,5,6,19,8,10,18,72,11,0,10,26,18,19,13,7,11,0,48,87,10,6,132,164,12,71,141,0,0,85,33,3,6,56,75,0,88,302,123,58,0,2,32,32
